S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
1454,10-12-2015,Idaho,Hot Pepperoni Feast,2,08:39:15,Before 9:00am,16.00
1455,03-12-2015,Nevada,BBQ Philly Steak,3,08:39:16,Before 9:00am,16.00
1456,14-12-2015,California,Margarita,4,08:39:17,Before 9:00am,16.00
1457,13-12-2015,Oregon,Chicken Suya,3,08:39:19,Before 9:00am,16.00
1458,13-12-2015,Oregon,Beef Suya,4,08:39:22,Before 9:00am,12.00
1459,07-12-2015,Idaho,Extravaganza,1,08:39:23,Before 9:00am,8.00
1460,03-12-2015,Idaho,Meatzaa,3,08:39:23,Before 9:00am,8.00
1461,14-12-2015,Oregon,Beef Suya,1,08:39:24,Before 9:00am,12.00
1462,04-12-2015,Idaho,Margarita,5,08:39:24,Before 9:00am,16.00
1463,06-12-2015,Idaho,Hot Pepperoni Feast,4,08:39:24,Before 9:00am,16.00
1464,09-12-2015,Idaho,Chicken Legend,3,08:39:26,Before 9:00am,8.00
1465,14-12-2015,Idaho,Chicken Feast,2,08:39:26,Before 9:00am,8.00
1466,14-12-2015,Idaho,Chicken Legend,1,08:39:26,Before 9:00am,8.00
1467,08-12-2015,Oregon,Hot Veggie,4,08:39:28,Before 9:00am,16.00
1468,06-12-2015,Arizona,BBQ Chicken,4,08:39:29,Before 9:00am,16.00
1469,04-12-2015,Arizona,BBQ Philly Steak,1,08:39:29,Before 9:00am,16.00
1470,06-12-2015,Oregon,Pepperoni Feast,5,08:39:34,Before 9:00am,16.00
1471,05-12-2015,Oregon,Margarita,5,08:39:35,Before 9:00am,16.00
1472,08-12-2015,California,Hot Veggie,1,08:39:37,Before 9:00am,16.00
1473,12-12-2015,Idaho,Extravaganza,5,08:39:37,Before 9:00am,8.00
1474,08-12-2015,Idaho,Meatzaa,2,08:39:38,Before 9:00am,8.00
1475,03-12-2015,California,Italiano,3,08:39:39,Before 9:00am,12.00
1476,04-12-2015,Nevada,Pepperoni Suya,3,08:39:41,Before 9:00am,12.00
1477,10-12-2015,Nevada,Pepperoni Suya,4,08:39:41,Before 9:00am,12.00
1478,15-12-2015,Nevada,Veggie Supreme,3,08:39:42,Before 9:00am,12.00
1479,14-12-2015,Arizona,Extravaganza,2,08:39:42,Before 9:00am,8.00
1480,05-12-2015,Nevada,Pepperoni Feast,4,08:39:42,Before 9:00am,16.00
1481,06-12-2015,Oregon,Chicken Legend,1,08:39:45,Before 9:00am,8.00
1482,09-12-2015,Oregon,Italiano,5,08:39:47,Before 9:00am,12.00
1483,05-12-2015,Arizona,Veggie Supreme,3,08:39:48,Before 9:00am,12.00
1484,07-12-2015,California,Chicken Legend,4,08:39:54,Before 9:00am,8.00
1485,15-12-2015,Idaho,Chicken Legend,3,08:39:56,Before 9:00am,8.00
1486,09-12-2015,California,Hot Veggie,1,08:39:57,Before 9:00am,16.00
1487,10-12-2015,Idaho,Chicken Bali,4,08:39:57,Before 9:00am,8.00
1488,09-12-2015,Idaho,BBQ Chicken,3,08:39:59,Before 9:00am,16.00
1489,12-12-2015,Arizona,Chicken Bali,1,08:40:02,Before 9:00am,8.00
1490,12-12-2015,Arizona,Italiano,1,08:40:04,Before 9:00am,12.00
1491,03-12-2015,Idaho,Pepperoni Feast,4,08:40:05,Before 9:00am,16.00
1492,12-12-2015,Oregon,Chicken Bali,4,08:40:07,Before 9:00am,8.00
1493,15-12-2015,Nevada,BBQ Philly Steak,2,08:40:07,Before 9:00am,16.00
1494,10-12-2015,Oregon,Chicken Suya,3,08:40:09,Before 9:00am,16.00
1495,12-12-2015,Oregon,Chicken Suya,1,08:40:11,Before 9:00am,16.00
1496,04-12-2015,Nevada,Hot Pepperoni Feast,1,08:40:11,Before 9:00am,16.00
1497,07-12-2015,California,Hot Veggie,2,08:40:15,Before 9:00am,16.00
1498,13-12-2015,Arizona,Hot Veggie,2,08:40:18,Before 9:00am,16.00
1499,12-12-2015,California,Extravaganza,4,08:40:23,Before 9:00am,8.00
1500,15-12-2015,Oregon,Hot Pepperoni Feast,3,08:40:23,Before 9:00am,16.00
1501,04-12-2015,Arizona,Meatzaa,1,08:40:24,Before 9:00am,8.00
1502,09-12-2015,Idaho,Chicken Bali,1,08:40:26,Before 9:00am,8.00
1503,12-12-2015,Oregon,Chicken Legend,2,08:40:27,Before 9:00am,8.00
1504,04-12-2015,Oregon,Margarita,4,08:40:27,Before 9:00am,16.00
1505,06-12-2015,California,BBQ Philly Steak,1,08:40:30,Before 9:00am,16.00
1506,05-12-2015,Nevada,Hot Veggie,5,08:40:31,Before 9:00am,16.00
1507,09-12-2015,Nevada,Pepperoni Feast,2,08:40:31,Before 9:00am,16.00
1508,03-12-2015,California,BBQ Chicken,3,08:40:31,Before 9:00am,16.00
1509,08-12-2015,Oregon,Margarita,2,08:40:34,Before 9:00am,16.00
1510,12-12-2015,Idaho,Chicken Legend,3,08:40:38,Before 9:00am,8.00
1511,15-12-2015,Arizona,BBQ Chicken,1,08:40:38,Before 9:00am,16.00
1512,07-12-2015,Oregon,Veggie Supreme,4,08:40:42,Before 9:00am,12.00
1513,07-12-2015,Arizona,Margarita,5,08:40:42,Before 9:00am,16.00
1514,14-12-2015,Oregon,Hot Veggie,3,08:40:43,Before 9:00am,16.00
1515,15-12-2015,Oregon,Hot Veggie,4,08:40:46,Before 9:00am,16.00
1516,07-12-2015,California,Hot Pepperoni Feast,5,08:40:47,Before 9:00am,16.00
1517,08-12-2015,Nevada,Pepperoni Suya,1,08:40:51,Before 9:00am,12.00
1518,06-12-2015,Oregon,Pepperoni Feast,2,08:40:51,Before 9:00am,16.00
1519,15-12-2015,Idaho,Chicken Feast,4,08:40:53,Before 9:00am,8.00
1520,12-12-2015,Nevada,Meatzaa,1,08:40:54,Before 9:00am,8.00
1521,10-12-2015,Idaho,Chicken Suya,5,08:40:55,Before 9:00am,16.00
1522,09-12-2015,Arizona,Chicken Bali,5,08:40:55,Before 9:00am,8.00
1523,12-12-2015,Oregon,Italiano,3,08:40:57,Before 9:00am,12.00
1524,15-12-2015,Idaho,Margarita,1,08:41:02,Before 9:00am,16.00
1525,06-12-2015,Idaho,Extravaganza,4,08:41:02,Before 9:00am,8.00
1526,09-12-2015,Arizona,Beef Suya,3,08:41:03,Before 9:00am,12.00
1527,04-12-2015,Idaho,Beef Suya,5,08:41:03,Before 9:00am,12.00
1528,13-12-2015,Oregon,Beef Suya,4,08:41:07,Before 9:00am,12.00
1529,12-12-2015,Idaho,BBQ Philly Steak,5,08:41:08,Before 9:00am,16.00
1530,14-12-2015,Arizona,Chicken Suya,2,08:41:09,Before 9:00am,16.00
1531,05-12-2015,Nevada,Chicken Legend,5,08:41:10,Before 9:00am,8.00
1532,09-12-2015,Arizona,Chicken Legend,2,08:41:11,Before 9:00am,8.00
1533,08-12-2015,Arizona,Beef Suya,2,08:41:12,Before 9:00am,12.00
1534,07-12-2015,Arizona,Chicken Bali,4,08:41:13,Before 9:00am,8.00
1535,06-12-2015,California,Chicken Bali,3,08:41:16,Before 9:00am,8.00
1536,11-12-2015,California,Margarita,2,08:41:17,Before 9:00am,16.00
1537,12-12-2015,Nevada,BBQ Chicken,1,08:41:21,Before 9:00am,16.00
1538,03-12-2015,California,Veggie Supreme,4,08:41:22,Before 9:00am,12.00
1539,11-12-2015,Idaho,Veggie Supreme,2,08:41:22,Before 9:00am,12.00
1540,09-12-2015,Arizona,Hot Veggie,5,08:41:23,Before 9:00am,16.00
1541,10-12-2015,Oregon,BBQ Chicken,4,08:41:23,Before 9:00am,16.00
1542,05-12-2015,Nevada,BBQ Chicken,1,08:41:23,Before 9:00am,16.00
1543,08-12-2015,Oregon,Hot Pepperoni Feast,3,08:41:23,Before 9:00am,16.00
1544,05-12-2015,Oregon,BBQ Chicken,4,08:41:27,Before 9:00am,16.00
1545,13-12-2015,Oregon,BBQ Philly Steak,2,08:41:28,Before 9:00am,16.00
1546,10-12-2015,Oregon,Chicken Feast,2,08:41:32,Before 9:00am,8.00
1547,09-12-2015,California,Chicken Feast,5,08:41:33,Before 9:00am,8.00
1548,14-12-2015,Nevada,Beef Suya,3,08:41:34,Before 9:00am,12.00
1549,10-12-2015,California,Pepperoni Feast,1,08:41:35,Before 9:00am,16.00
1550,14-12-2015,Arizona,Margarita,3,08:41:36,Before 9:00am,16.00
1551,08-12-2015,Idaho,Hot Pepperoni Feast,4,08:41:37,Before 9:00am,16.00
1552,04-12-2015,Arizona,BBQ Chicken,1,08:41:38,Before 9:00am,16.00
1553,03-12-2015,Nevada,Hot Veggie,1,08:41:41,Before 9:00am,16.00
1554,10-12-2015,Arizona,Pepperoni Suya,2,08:41:42,Before 9:00am,12.00
1555,07-12-2015,Idaho,Pepperoni Feast,3,08:41:46,Before 9:00am,16.00
1556,04-12-2015,Arizona,Veggie Supreme,2,08:41:49,Before 9:00am,12.00
1557,04-12-2015,Arizona,Veggie Supreme,1,08:41:52,Before 9:00am,12.00
1558,05-12-2015,Nevada,Beef Suya,3,08:41:53,Before 9:00am,12.00
1559,06-12-2015,California,Veggie Supreme,5,08:41:53,Before 9:00am,12.00
1560,11-12-2015,Oregon,Margarita,3,08:41:55,Before 9:00am,16.00
1561,06-12-2015,Arizona,Pepperoni Suya,5,08:41:57,Before 9:00am,12.00
1562,09-12-2015,California,Veggie Supreme,4,08:41:58,Before 9:00am,12.00
1563,03-12-2015,Idaho,Extravaganza,5,08:41:58,Before 9:00am,8.00
1564,14-12-2015,Idaho,Chicken Bali,2,08:42:04,Before 9:00am,8.00
1565,08-12-2015,California,Margarita,1,08:42:05,Before 9:00am,16.00
1566,05-12-2015,Idaho,Extravaganza,4,08:42:06,Before 9:00am,8.00
1567,08-12-2015,Nevada,Chicken Suya,5,08:42:07,Before 9:00am,16.00
1568,12-12-2015,Idaho,Margarita,3,08:42:08,Before 9:00am,16.00
1569,09-12-2015,Arizona,BBQ Chicken,1,08:42:09,Before 9:00am,16.00
1570,08-12-2015,Idaho,Veggie Supreme,3,08:42:10,Before 9:00am,12.00
1571,08-12-2015,California,Pepperoni Suya,3,08:42:10,Before 9:00am,12.00
1572,15-12-2015,California,Italiano,5,08:42:11,Before 9:00am,12.00
1573,04-12-2015,Arizona,Chicken Bali,3,08:42:14,Before 9:00am,8.00
1574,12-12-2015,California,Pepperoni Feast,3,08:42:14,Before 9:00am,16.00
1575,06-12-2015,Nevada,Pepperoni Feast,2,08:42:14,Before 9:00am,16.00
1576,12-12-2015,Idaho,Veggie Supreme,2,08:42:14,Before 9:00am,12.00
1577,11-12-2015,Nevada,Hot Veggie,3,08:42:17,Before 9:00am,16.00
1578,09-12-2015,Oregon,Meatzaa,5,08:42:19,Before 9:00am,8.00
1579,14-12-2015,Arizona,Chicken Feast,1,08:42:20,Before 9:00am,8.00
1580,07-12-2015,Oregon,Hot Pepperoni Feast,2,08:42:21,Before 9:00am,16.00
1581,12-12-2015,Oregon,Hot Pepperoni Feast,1,08:42:26,Before 9:00am,16.00
1582,04-12-2015,Oregon,BBQ Philly Steak,3,08:42:28,Before 9:00am,16.00
1583,10-12-2015,Arizona,BBQ Philly Steak,2,08:42:28,Before 9:00am,16.00
1584,07-12-2015,Idaho,Meatzaa,3,08:42:31,Before 9:00am,8.00
1585,05-12-2015,Idaho,Hot Pepperoni Feast,1,08:42:32,Before 9:00am,16.00
1586,11-12-2015,California,Hot Pepperoni Feast,3,08:42:32,Before 9:00am,16.00
1587,14-12-2015,Nevada,Meatzaa,1,08:42:32,Before 9:00am,8.00
1588,15-12-2015,Oregon,Chicken Legend,3,08:42:34,Before 9:00am,8.00
1589,13-12-2015,California,Hot Pepperoni Feast,5,08:42:36,Before 9:00am,16.00
1590,04-12-2015,Oregon,Pepperoni Suya,2,08:42:36,Before 9:00am,12.00
1591,13-12-2015,California,Chicken Bali,4,08:42:36,Before 9:00am,8.00
1592,03-12-2015,California,Beef Suya,5,08:42:37,Before 9:00am,12.00
1593,13-12-2015,Arizona,Hot Veggie,2,08:42:41,Before 9:00am,16.00
1594,10-12-2015,California,Margarita,3,08:42:42,Before 9:00am,16.00
1595,13-12-2015,Nevada,Chicken Suya,2,08:42:43,Before 9:00am,16.00
1596,09-12-2015,Oregon,Chicken Feast,1,08:42:45,Before 9:00am,8.00
1597,10-12-2015,Idaho,Chicken Feast,5,08:42:45,Before 9:00am,8.00
1598,07-12-2015,California,Italiano,4,08:42:45,Before 9:00am,12.00
1599,12-12-2015,Arizona,BBQ Chicken,4,08:42:46,Before 9:00am,16.00
1600,09-12-2015,Idaho,Chicken Legend,4,08:42:47,Before 9:00am,8.00
1601,10-12-2015,Nevada,Chicken Bali,4,08:42:48,Before 9:00am,8.00
1602,04-12-2015,Idaho,Margarita,1,08:42:50,Before 9:00am,16.00
1603,03-12-2015,Nevada,BBQ Chicken,5,08:42:52,Before 9:00am,16.00
1604,11-12-2015,Oregon,Meatzaa,3,08:42:53,Before 9:00am,8.00
1605,14-12-2015,Oregon,Pepperoni Suya,2,08:42:54,Before 9:00am,12.00
1606,03-12-2015,Oregon,Chicken Legend,4,08:42:54,Before 9:00am,8.00
1607,13-12-2015,Oregon,Meatzaa,1,08:42:55,Before 9:00am,8.00
1608,08-12-2015,California,Chicken Bali,1,08:42:56,Before 9:00am,8.00
1609,15-12-2015,Oregon,Beef Suya,2,08:42:59,Before 9:00am,12.00
1610,09-12-2015,Nevada,BBQ Chicken,2,08:43:01,Before 9:00am,16.00
1611,04-12-2015,California,Chicken Legend,2,08:43:01,Before 9:00am,8.00
1612,08-12-2015,Oregon,Pepperoni Feast,2,08:43:02,Before 9:00am,16.00
1613,07-12-2015,Idaho,Pepperoni Feast,5,08:43:03,Before 9:00am,16.00
1614,03-12-2015,Oregon,Hot Pepperoni Feast,5,08:43:04,Before 9:00am,16.00
1615,12-12-2015,Nevada,Italiano,5,08:43:05,Before 9:00am,12.00
1616,09-12-2015,Oregon,Hot Pepperoni Feast,2,08:43:05,Before 9:00am,16.00
1617,09-12-2015,Idaho,Chicken Suya,4,08:43:06,Before 9:00am,16.00
1618,14-12-2015,California,Pepperoni Feast,3,08:43:07,Before 9:00am,16.00
1619,03-12-2015,Oregon,Veggie Supreme,2,08:43:08,Before 9:00am,12.00
1620,07-12-2015,Idaho,Chicken Bali,2,08:43:09,Before 9:00am,8.00
1621,10-12-2015,Idaho,BBQ Chicken,3,08:43:09,Before 9:00am,16.00
1622,08-12-2015,Nevada,Chicken Legend,4,08:43:10,Before 9:00am,8.00
1623,15-12-2015,Arizona,Pepperoni Feast,5,08:43:14,Before 9:00am,16.00
1624,08-12-2015,California,Chicken Feast,4,08:43:14,Before 9:00am,8.00
1625,06-12-2015,Idaho,Pepperoni Suya,3,08:43:15,Before 9:00am,12.00
1626,15-12-2015,Oregon,Chicken Legend,5,08:43:16,Before 9:00am,8.00
1627,03-12-2015,California,Chicken Bali,5,08:43:17,Before 9:00am,8.00
1628,14-12-2015,Idaho,Italiano,2,08:43:19,Before 9:00am,12.00
1629,11-12-2015,Oregon,Pepperoni Feast,1,08:43:19,Before 9:00am,16.00
1630,06-12-2015,Idaho,Pepperoni Suya,3,08:43:21,Before 9:00am,12.00
1631,05-12-2015,Nevada,Meatzaa,2,08:43:22,Before 9:00am,8.00
1632,06-12-2015,Nevada,Beef Suya,3,08:43:22,Before 9:00am,12.00
1633,03-12-2015,Arizona,Hot Pepperoni Feast,2,08:43:22,Before 9:00am,16.00
1634,09-12-2015,Oregon,Veggie Supreme,2,08:43:23,Before 9:00am,12.00
1635,07-12-2015,Nevada,Chicken Suya,1,08:43:25,Before 9:00am,16.00
1636,14-12-2015,California,BBQ Chicken,4,08:43:26,Before 9:00am,16.00
1637,06-12-2015,Idaho,BBQ Chicken,3,08:43:31,Before 9:00am,16.00
1638,11-12-2015,Oregon,Veggie Supreme,4,08:43:31,Before 9:00am,12.00
1639,15-12-2015,California,Pepperoni Suya,2,08:43:32,Before 9:00am,12.00
1640,15-12-2015,Arizona,BBQ Philly Steak,1,08:43:34,Before 9:00am,16.00
1641,13-12-2015,California,BBQ Philly Steak,5,08:43:34,Before 9:00am,16.00
1642,06-12-2015,California,Hot Veggie,2,08:43:35,Before 9:00am,16.00
1643,15-12-2015,Nevada,BBQ Chicken,3,08:43:37,Before 9:00am,16.00
1644,07-12-2015,Nevada,Chicken Feast,4,08:43:38,Before 9:00am,8.00
1645,08-12-2015,Arizona,Chicken Legend,2,08:43:39,Before 9:00am,8.00
1646,08-12-2015,California,Chicken Bali,1,08:43:43,Before 9:00am,8.00
1647,06-12-2015,Idaho,Pepperoni Suya,4,08:43:48,Before 9:00am,12.00
1648,06-12-2015,Oregon,Hot Veggie,2,08:43:49,Before 9:00am,16.00
1649,04-12-2015,Oregon,Chicken Suya,5,08:43:49,Before 9:00am,16.00
1650,07-12-2015,Nevada,Pepperoni Feast,2,08:43:50,Before 9:00am,16.00
1651,11-12-2015,California,Chicken Suya,2,08:43:50,Before 9:00am,16.00
1652,04-12-2015,Oregon,Pepperoni Feast,4,08:43:51,Before 9:00am,16.00
1653,06-12-2015,Nevada,Pepperoni Suya,2,08:43:52,Before 9:00am,12.00
1654,08-12-2015,Arizona,Chicken Feast,1,08:43:54,Before 9:00am,8.00
1655,04-12-2015,California,Beef Suya,4,08:43:55,Before 9:00am,12.00
1656,03-12-2015,Nevada,Italiano,2,08:43:56,Before 9:00am,12.00
1657,06-12-2015,Arizona,Chicken Legend,3,08:43:58,Before 9:00am,8.00
1658,05-12-2015,Oregon,Chicken Legend,2,08:43:59,Before 9:00am,8.00
1659,03-12-2015,Nevada,Meatzaa,1,08:44:00,Before 9:00am,8.00
1660,05-12-2015,California,Italiano,4,08:44:02,Before 9:00am,12.00
1661,12-12-2015,Oregon,Pepperoni Suya,3,08:44:03,Before 9:00am,12.00
1662,09-12-2015,California,Meatzaa,1,08:44:03,Before 9:00am,8.00
1663,07-12-2015,Arizona,Hot Veggie,5,08:44:06,Before 9:00am,16.00
1664,04-12-2015,Nevada,BBQ Philly Steak,3,08:44:06,Before 9:00am,16.00
1665,04-12-2015,Idaho,Chicken Suya,1,08:44:06,Before 9:00am,16.00
1666,05-12-2015,Idaho,BBQ Philly Steak,3,08:44:12,Before 9:00am,16.00
1667,10-12-2015,Nevada,Chicken Legend,4,08:44:16,Before 9:00am,8.00
1668,06-12-2015,Nevada,Beef Suya,1,08:44:18,Before 9:00am,12.00
1669,08-12-2015,Arizona,Meatzaa,3,08:44:21,Before 9:00am,8.00
1670,15-12-2015,Idaho,Extravaganza,5,08:44:21,Before 9:00am,8.00
1671,14-12-2015,California,Chicken Bali,1,08:44:22,Before 9:00am,8.00
1672,08-12-2015,Nevada,Pepperoni Feast,2,08:44:22,Before 9:00am,16.00
1673,15-12-2015,Oregon,Hot Pepperoni Feast,3,08:44:23,Before 9:00am,16.00
1674,13-12-2015,Idaho,Veggie Supreme,5,08:44:24,Before 9:00am,12.00
1675,10-12-2015,Oregon,BBQ Chicken,1,08:44:25,Before 9:00am,16.00
1676,12-12-2015,California,BBQ Chicken,2,08:44:25,Before 9:00am,16.00
1677,12-12-2015,Oregon,Pepperoni Suya,5,08:44:26,Before 9:00am,12.00
1678,13-12-2015,Nevada,Chicken Feast,2,08:44:29,Before 9:00am,8.00
1679,06-12-2015,Idaho,Margarita,2,08:44:29,Before 9:00am,16.00
1680,05-12-2015,Arizona,Chicken Bali,4,08:44:30,Before 9:00am,8.00
1681,11-12-2015,California,Hot Pepperoni Feast,5,08:44:30,Before 9:00am,16.00
1682,09-12-2015,Oregon,Italiano,4,08:44:34,Before 9:00am,12.00
1683,03-12-2015,Oregon,Beef Suya,3,08:44:35,Before 9:00am,12.00
1684,10-12-2015,Nevada,BBQ Philly Steak,2,08:44:37,Before 9:00am,16.00
1685,06-12-2015,California,Chicken Legend,4,08:44:38,Before 9:00am,8.00
1686,03-12-2015,Nevada,Pepperoni Suya,1,08:44:40,Before 9:00am,12.00
1687,15-12-2015,Idaho,Chicken Feast,4,08:44:41,Before 9:00am,8.00
1688,11-12-2015,California,Hot Veggie,2,08:44:42,Before 9:00am,16.00
1689,08-12-2015,Arizona,Veggie Supreme,4,08:44:43,Before 9:00am,12.00
1690,12-12-2015,Oregon,BBQ Philly Steak,3,08:44:43,Before 9:00am,16.00
1691,03-12-2015,Idaho,BBQ Philly Steak,2,08:44:45,Before 9:00am,16.00
1692,12-12-2015,Nevada,Chicken Legend,4,08:44:45,Before 9:00am,8.00
1693,06-12-2015,Idaho,Italiano,3,08:44:47,Before 9:00am,12.00
1694,05-12-2015,Idaho,BBQ Chicken,3,08:44:48,Before 9:00am,16.00
1695,07-12-2015,Idaho,Pepperoni Feast,2,08:44:51,Before 9:00am,16.00
1696,15-12-2015,Idaho,Chicken Feast,4,08:44:53,Before 9:00am,8.00
1697,14-12-2015,Arizona,Margarita,3,08:44:56,Before 9:00am,16.00
1698,11-12-2015,Idaho,Veggie Supreme,5,08:44:56,Before 9:00am,12.00
1699,05-12-2015,Oregon,Hot Pepperoni Feast,2,08:44:57,Before 9:00am,16.00
1700,06-12-2015,Oregon,Chicken Legend,4,08:44:59,Before 9:00am,8.00
1701,15-12-2015,Arizona,BBQ Philly Steak,3,08:45:03,Before 9:00am,16.00
1702,14-12-2015,Arizona,BBQ Philly Steak,1,08:45:06,Before 9:00am,16.00
1703,04-12-2015,Arizona,Meatzaa,2,08:45:06,Before 9:00am,8.00
1704,12-12-2015,Oregon,Margarita,3,08:45:09,Before 9:00am,16.00
1705,13-12-2015,Idaho,Chicken Feast,2,08:45:09,Before 9:00am,8.00
1706,05-12-2015,California,Hot Pepperoni Feast,3,08:45:10,Before 9:00am,16.00
1707,14-12-2015,Arizona,Italiano,2,08:45:10,Before 9:00am,12.00
1708,10-12-2015,Oregon,Chicken Suya,2,08:45:10,Before 9:00am,16.00
1709,08-12-2015,California,Hot Pepperoni Feast,2,08:45:11,Before 9:00am,16.00
1710,10-12-2015,Idaho,Chicken Suya,4,08:45:11,Before 9:00am,16.00
1711,07-12-2015,Nevada,Chicken Feast,1,08:45:11,Before 9:00am,8.00
1712,04-12-2015,Arizona,Beef Suya,3,08:45:11,Before 9:00am,12.00
1713,10-12-2015,Oregon,Chicken Bali,4,08:45:13,Before 9:00am,8.00
1714,15-12-2015,Idaho,Chicken Feast,2,08:45:14,Before 9:00am,8.00
1715,06-12-2015,Arizona,Pepperoni Feast,1,08:45:16,Before 9:00am,16.00
1716,05-12-2015,Idaho,Chicken Bali,5,08:45:18,Before 9:00am,8.00
1717,12-12-2015,Arizona,Chicken Suya,4,08:45:19,Before 9:00am,16.00
1718,03-12-2015,Arizona,Beef Suya,5,08:45:20,Before 9:00am,12.00
1719,03-12-2015,Idaho,Italiano,1,08:45:21,Before 9:00am,12.00
1720,05-12-2015,Arizona,Chicken Feast,1,08:45:21,Before 9:00am,8.00
1721,11-12-2015,Idaho,BBQ Chicken,1,08:45:21,Before 9:00am,16.00
1722,13-12-2015,Nevada,Chicken Bali,4,08:45:28,Before 9:00am,8.00
1723,12-12-2015,California,Chicken Feast,3,08:45:31,Before 9:00am,8.00
1724,07-12-2015,California,Chicken Bali,4,08:45:33,Before 9:00am,8.00
1725,13-12-2015,Idaho,Margarita,4,08:45:35,Before 9:00am,16.00
1726,12-12-2015,Nevada,Beef Suya,5,08:45:37,Before 9:00am,12.00
1727,06-12-2015,Oregon,Beef Suya,4,08:45:38,Before 9:00am,12.00
1728,04-12-2015,Nevada,Italiano,4,08:45:40,Before 9:00am,12.00
1729,06-12-2015,Nevada,BBQ Chicken,2,08:45:43,Before 9:00am,16.00
1730,10-12-2015,Oregon,Italiano,3,08:45:43,Before 9:00am,12.00
1731,03-12-2015,Nevada,Chicken Suya,5,08:45:45,Before 9:00am,16.00
1732,10-12-2015,Idaho,Pepperoni Suya,4,08:45:45,Before 9:00am,12.00
1733,04-12-2015,Nevada,Meatzaa,2,08:45:47,Before 9:00am,8.00
1734,05-12-2015,Arizona,Hot Veggie,1,08:45:47,Before 9:00am,16.00
1735,08-12-2015,Arizona,BBQ Chicken,3,08:45:47,Before 9:00am,16.00
1736,09-12-2015,Arizona,Pepperoni Feast,2,08:45:51,Before 9:00am,16.00
1737,06-12-2015,Arizona,Chicken Feast,3,08:45:52,Before 9:00am,8.00
1738,12-12-2015,Arizona,Chicken Feast,3,08:45:53,Before 9:00am,8.00
1739,15-12-2015,California,Hot Pepperoni Feast,4,08:45:55,Before 9:00am,16.00
1740,06-12-2015,Nevada,Chicken Suya,3,08:45:57,Before 9:00am,16.00
1741,12-12-2015,Arizona,Beef Suya,3,08:45:59,Before 9:00am,12.00
1742,05-12-2015,Arizona,Chicken Feast,5,08:46:01,Before 9:00am,8.00
1743,08-12-2015,Arizona,Meatzaa,1,08:46:01,Before 9:00am,8.00
1744,09-12-2015,California,Chicken Suya,2,08:46:02,Before 9:00am,16.00
1745,07-12-2015,Arizona,Italiano,5,08:46:03,Before 9:00am,12.00
1746,15-12-2015,Idaho,Meatzaa,3,08:46:06,Before 9:00am,8.00
1747,11-12-2015,Oregon,BBQ Chicken,4,08:46:08,Before 9:00am,16.00
1748,05-12-2015,Arizona,Chicken Suya,3,08:46:09,Before 9:00am,16.00
1749,04-12-2015,California,BBQ Chicken,5,08:46:11,Before 9:00am,16.00
1750,14-12-2015,California,BBQ Philly Steak,3,08:46:14,Before 9:00am,16.00
1751,04-12-2015,Nevada,Pepperoni Feast,1,08:46:15,Before 9:00am,16.00
1752,03-12-2015,Arizona,Beef Suya,3,08:46:17,Before 9:00am,12.00
1753,07-12-2015,Oregon,Pepperoni Suya,5,08:46:17,Before 9:00am,12.00
1754,14-12-2015,Arizona,Hot Veggie,5,08:46:17,Before 9:00am,16.00
1755,11-12-2015,California,Extravaganza,3,08:46:18,Before 9:00am,8.00
1756,06-12-2015,California,Hot Pepperoni Feast,5,08:46:24,Before 9:00am,16.00
1757,11-12-2015,Idaho,Chicken Bali,2,08:46:24,Before 9:00am,8.00
1758,03-12-2015,Arizona,Chicken Bali,3,08:46:25,Before 9:00am,8.00
1759,15-12-2015,Nevada,Hot Veggie,1,08:46:26,Before 9:00am,16.00
1760,03-12-2015,Arizona,Chicken Suya,1,08:46:26,Before 9:00am,16.00
1761,03-12-2015,Arizona,Hot Veggie,4,08:46:27,Before 9:00am,16.00
1762,05-12-2015,California,Hot Pepperoni Feast,1,08:46:27,Before 9:00am,16.00
1763,12-12-2015,Oregon,Veggie Supreme,2,08:46:28,Before 9:00am,12.00
1764,09-12-2015,Oregon,Veggie Supreme,4,08:46:28,Before 9:00am,12.00
1765,06-12-2015,Idaho,Extravaganza,2,08:46:31,Before 9:00am,8.00
1766,08-12-2015,California,Chicken Bali,1,08:46:31,Before 9:00am,8.00
1767,06-12-2015,Arizona,Veggie Supreme,4,08:46:35,Before 9:00am,12.00
1768,10-12-2015,Arizona,Pepperoni Suya,3,08:46:37,Before 9:00am,12.00
1769,13-12-2015,California,Chicken Feast,1,08:46:37,Before 9:00am,8.00
1770,12-12-2015,Oregon,Extravaganza,2,08:46:40,Before 9:00am,8.00
1771,07-12-2015,Oregon,BBQ Philly Steak,3,08:46:40,Before 9:00am,16.00
1772,04-12-2015,California,Hot Pepperoni Feast,1,08:46:41,Before 9:00am,16.00
1773,12-12-2015,Nevada,Hot Veggie,3,08:46:44,Before 9:00am,16.00
1774,13-12-2015,Nevada,Pepperoni Feast,3,08:46:45,Before 9:00am,16.00
1775,08-12-2015,California,Extravaganza,5,08:46:45,Before 9:00am,8.00
1776,15-12-2015,Nevada,Veggie Supreme,2,08:46:45,Before 9:00am,12.00
1777,10-12-2015,California,Meatzaa,1,08:46:47,Before 9:00am,8.00
1778,13-12-2015,Idaho,Hot Pepperoni Feast,5,08:46:48,Before 9:00am,16.00
